AvgMonthlyCharge,AvgTenure,Churn,ChurnedCustomers,ChurnFlag,ChurnRate,Contract,customerID,Dependents,DeviceProtection,gender,TotalCustomers,Sum of TotalCharges,TenureGroup,Sum of tenure,TechSupport,StreamingTV,StreamingMovies,Sum of SeniorCitizen,PhoneService,PaymentMethod,Partner,PaperlessBilling,OnlineSecurity,OnlineBackup,MultipleLines,Sum of MonthlyCharges,InternetService,MRR_At_Risk
59.2,20,No,,0,,Month-to-month,9504-DSHWM,No,No,Male,1,1191.2,13-24,20,Yes,No,No,0,Yes,Bank transfer (automatic),No,No,Yes,No,Yes,59.2,DSL,
40.3,3,No,,0,,Month-to-month,9505-SQFSW,Yes,No,Female,1,92.5,0-12,3,No,No,Yes,0,No,Mailed check,Yes,No,No,Yes,No phone service,40.3,DSL,
70.15,13,No,,0,,Month-to-month,9506-UXUSK,No,No,Male,1,931.75,13-24,13,No,No,No,0,Yes,Electronic check,No,Yes,No,No,No,70.15,Fiber optic,
96.35,34,No,,0,,Month-to-month,9508-ILZDG,No,No,Female,1,3190.25,25-36,34,Yes,Yes,No,1,Yes,Electronic check,No,Yes,No,Yes,Yes,96.35,Fiber optic,
20.55,10,No,,0,,Month-to-month,9512-PHSMG,No,No,Female,1,252.75,0-12,10,No,No,No,0,Yes,Mailed check,Yes,Yes,No,No,No,20.55,No,
72.45,31,No,,0,,Month-to-month,9518-IMLHK,No,Yes,Male,1,2156.25,25-36,31,Yes,Yes,No,0,Yes,Bank transfer (automatic),No,Yes,Yes,Yes,No,72.45,DSL,
75.3,10,No,,0,,Month-to-month,9518-XXBXE,No,No,Male,1,720.45,0-12,10,No,No,No,1,Yes,Electronic check,Yes,No,Yes,No,No,75.3,Fiber optic,
56.25,34,No,,0,,Month-to-month,9522-BNTHX,No,Yes,Female,1,1765.95,25-36,34,No,Yes,Yes,1,No,Electronic check,No,Yes,No,Yes,No phone service,56.25,DSL,
87.75,15,No,,0,,Month-to-month,9529-OFXHY,No,No,Male,1,1242.2,13-24,15,No,Yes,No,0,Yes,Bank transfer (automatic),No,Yes,Yes,No,Yes,87.75,Fiber optic,
51.2,1,No,,0,,Month-to-month,9537-VHDTA,Yes,No,Female,1,51.2,0-12,1,No,No,No,0,Yes,Mailed check,No,No,Yes,No,No,51.2,DSL,
96.1,62,No,,0,,Month-to-month,9544-PYPSJ,Yes,Yes,Female,1,6019.35,61+,62,No,No,Yes,1,Yes,Credit card (automatic),Yes,Yes,No,Yes,Yes,96.1,Fiber optic,
24.7,19,No,,0,,Month-to-month,9546-KDTRB,No,No,Female,1,465.85,13-24,19,No,No,No,0,Yes,Bank transfer (automatic),No,No,No,No,Yes,24.7,No,
102.6,9,No,,0,,Month-to-month,9547-ITEFG,Yes,Yes,Male,1,897.75,0-12,9,No,Yes,Yes,0,Yes,Credit card (automatic),Yes,Yes,No,Yes,Yes,102.6,Fiber optic,
75,8,No,,0,,Month-to-month,9552-TGUZV,No,No,Male,1,658.1,0-12,8,No,No,No,0,Yes,Mailed check,Yes,Yes,Yes,No,No,75,Fiber optic,
54.45,30,No,,0,,Month-to-month,9554-DFKIC,Yes,No,Male,1,1588.7,25-36,30,No,No,No,0,Yes,Bank transfer (automatic),Yes,Yes,Yes,No,Yes,54.45,DSL,
54.5,38,No,,0,,Month-to-month,9555-SAHUZ,Yes,No,Female,1,2076.05,37-48,38,No,No,No,0,Yes,Electronic check,Yes,No,Yes,Yes,No,54.5,DSL,
29.9,3,No,,0,,Month-to-month,9572-WUKSB,No,No,Male,1,92.25,0-12,3,Yes,No,No,0,No,Electronic check,Yes,Yes,No,No,No phone service,29.9,DSL,
91.15,37,No,,0,,Month-to-month,9576-SYUHJ,No,No,Male,1,3369.25,37-48,37,No,Yes,No,0,Yes,Electronic check,No,Yes,Yes,No,Yes,91.15,Fiber optic,
54.45,68,No,,0,,Month-to-month,9577-WJVCQ,No,No,Female,1,3687.75,61+,68,No,No,No,0,Yes,Mailed check,No,No,Yes,No,Yes,54.45,DSL,
24.8,15,No,,0,,Month-to-month,9578-FOMUK,Yes,No,Male,1,324.15,13-24,15,No,No,No,0,Yes,Electronic check,No,Yes,No,No,Yes,24.8,No,
70.5,17,No,,0,,Month-to-month,9584-EXCDZ,No,No,Female,1,1165.6,13-24,17,No,No,No,0,Yes,Bank transfer (automatic),No,No,No,No,No,70.5,Fiber optic,
45,2,No,,0,,Month-to-month,9588-OZDMQ,No,No,Female,1,89.75,0-12,2,No,No,No,0,Yes,Electronic check,Yes,Yes,No,No,No,45,DSL,
44.85,55,No,,0,,Month-to-month,9591-YVTEB,No,No,Male,1,2479.05,49-60,55,No,Yes,No,1,No,Electronic check,No,Yes,Yes,Yes,No phone service,44.85,DSL,
70.05,1,No,,0,,Month-to-month,9603-OAIHC,No,No,Male,1,70.05,0-12,1,No,No,No,1,Yes,Electronic check,No,Yes,No,No,No,70.05,Fiber optic,
70.2,1,No,,0,,Month-to-month,9605-WGJVW,No,No,Female,1,70.2,0-12,1,No,No,No,1,Yes,Electronic check,No,Yes,No,No,No,70.2,Fiber optic,
70.6,1,No,,0,,Month-to-month,9617-INGJY,No,No,Male,1,70.6,0-12,1,No,No,No,0,Yes,Mailed check,No,Yes,No,No,No,70.6,Fiber optic,
20.45,4,No,,0,,Month-to-month,9618-LFJRU,No,No,Female,1,82.85,0-12,4,No,No,No,0,Yes,Credit card (automatic),No,No,No,No,No,20.45,No,
70.55,6,No,,0,,Month-to-month,9620-ENEJV,No,No,Female,1,433.95,0-12,6,No,No,No,0,Yes,Credit card (automatic),No,No,No,No,No,70.55,Fiber optic,
88.5,41,No,,0,,Month-to-month,9626-VFRGG,Yes,No,Female,1,3645.05,37-48,41,No,Yes,No,0,Yes,Bank transfer (automatic),No,Yes,No,Yes,Yes,88.5,Fiber optic,
29.15,4,No,,0,,Month-to-month,9626-WEQRM,No,No,Female,1,110.05,0-12,4,No,No,No,0,No,Mailed check,No,Yes,Yes,No,No phone service,29.15,DSL,
19.4,1,No,,0,,Month-to-month,9629-NHXFW,Yes,No,Female,1,19.4,0-12,1,No,No,No,0,Yes,Mailed check,Yes,Yes,No,No,No,19.4,No,
50.4,3,No,,0,,Month-to-month,9631-XEYKE,No,No,Male,1,137.25,0-12,3,No,No,No,0,Yes,Bank transfer (automatic),No,No,No,No,Yes,50.4,DSL,
58.6,47,No,,0,,Month-to-month,9633-DENPU,No,No,Female,1,2723.4,37-48,47,No,Yes,No,0,Yes,Bank transfer (automatic),Yes,Yes,No,Yes,No,58.6,DSL,
70.25,3,No,,0,,Month-to-month,9633-XQABV,No,No,Female,1,229.7,0-12,3,No,No,No,0,Yes,Electronic check,No,Yes,No,No,No,70.25,Fiber optic,
24.9,2,No,,0,,Month-to-month,9638-JIQYA,No,No,Male,1,49.7,0-12,2,No,No,No,0,No,Credit card (automatic),No,Yes,No,No,No phone service,24.9,DSL,
80,3,No,,0,,Month-to-month,9643-AVVWI,Yes,No,Female,1,241.3,0-12,3,Yes,No,No,0,Yes,Electronic check,Yes,Yes,No,Yes,No,80,Fiber optic,
69.05,9,No,,0,,Month-to-month,9643-YBLUR,No,Yes,Male,1,653.95,0-12,9,No,No,Yes,0,Yes,Credit card (automatic),Yes,Yes,No,Yes,Yes,69.05,DSL,
49.15,6,No,,0,,Month-to-month,9644-UMGQA,Yes,No,Male,1,295.65,0-12,6,No,No,No,0,Yes,Electronic check,Yes,Yes,Yes,No,No,49.15,DSL,
115.65,45,No,,0,,Month-to-month,9659-QEQSY,No,Yes,Female,1,5125.5,37-48,45,Yes,Yes,Yes,0,Yes,Electronic check,No,Yes,Yes,Yes,Yes,115.65,Fiber optic,
54.35,2,No,,0,,Month-to-month,9667-TKTVZ,No,No,Female,1,117.05,0-12,2,Yes,No,No,0,Yes,Mailed check,No,Yes,No,No,Yes,54.35,DSL,
88.2,49,No,,0,,Month-to-month,9681-KYGYB,No,Yes,Male,1,4159.45,49-60,49,No,No,No,1,Yes,Electronic check,Yes,Yes,Yes,Yes,Yes,88.2,Fiber optic,
88.15,44,No,,0,,Month-to-month,9688-YGXVR,No,Yes,Female,1,3973.2,37-48,44,No,Yes,No,0,Yes,Credit card (automatic),No,Yes,No,Yes,No,88.15,Fiber optic,
50.25,59,No,,0,,Month-to-month,9693-XMUOB,No,No,Male,1,2997.45,49-60,59,No,Yes,Yes,1,No,Electronic check,Yes,Yes,No,Yes,No phone service,50.25,DSL,
80.1,5,No,,0,,Month-to-month,9696-RMYBA,No,No,Male,1,398.55,0-12,5,No,Yes,No,0,Yes,Mailed check,No,Yes,No,No,No,80.1,Fiber optic,
94.5,43,No,,0,,Month-to-month,9699-UBQFS,No,No,Female,1,4156.8,37-48,43,No,Yes,No,1,Yes,Electronic check,Yes,Yes,Yes,Yes,Yes,94.5,Fiber optic,
65.5,10,No,,0,,Month-to-month,9700-ISPUP,Yes,No,Female,1,616.9,0-12,10,Yes,No,Yes,0,Yes,Electronic check,Yes,Yes,No,Yes,No,65.5,DSL,
20,2,No,,0,,Month-to-month,9700-ZCLOT,No,No,Male,1,32.7,0-12,2,No,No,No,0,Yes,Mailed check,No,No,No,No,No,20,No,
69.15,51,No,,0,,Month-to-month,9701-CDXHR,No,No,Female,1,3649.6,49-60,51,No,No,No,0,Yes,Mailed check,Yes,No,No,No,No,69.15,Fiber optic,
45.4,5,No,,0,,Month-to-month,9708-HPXWZ,No,Yes,Male,1,214.75,0-12,5,Yes,Yes,No,1,No,Credit card (automatic),No,No,No,No,No phone service,45.4,DSL,
20.55,1,No,,0,,Month-to-month,9708-KFDBY,No,No,Male,1,20.55,0-12,1,No,No,No,0,Yes,Credit card (automatic),No,No,No,No,No,20.55,No,
94.9,4,No,,0,,Month-to-month,9714-EDSUC,No,No,Male,1,360.55,0-12,4,Yes,No,Yes,0,Yes,Mailed check,No,Yes,Yes,Yes,No,94.9,Fiber optic,
70.3,2,No,,0,,Month-to-month,9717-QEBGU,No,No,Male,1,144,0-12,2,No,No,No,0,Yes,Electronic check,No,Yes,No,No,No,70.3,Fiber optic,
99.4,49,No,,0,,Month-to-month,9732-EQMWY,No,Yes,Female,1,5025,49-60,49,No,Yes,Yes,0,Yes,Electronic check,Yes,No,No,Yes,No,99.4,Fiber optic,
87.95,6,No,,0,,Month-to-month,9741-YLNTD,No,No,Male,1,522.35,0-12,6,Yes,No,Yes,0,Yes,Bank transfer (automatic),No,Yes,No,No,Yes,87.95,Fiber optic,
25.1,3,No,,0,,Month-to-month,9743-DQKQW,No,No,Male,1,79.8,0-12,3,No,No,No,0,No,Electronic check,No,No,No,No,No phone service,25.1,DSL,
48.6,1,No,,0,,Month-to-month,9752-ZNQUT,No,No,Female,1,48.6,0-12,1,No,No,No,0,Yes,Electronic check,No,Yes,No,Yes,No,48.6,DSL,
20.5,1,No,,0,,Month-to-month,9753-OYLBX,No,No,Female,1,20.5,0-12,1,No,No,No,0,Yes,Mailed check,No,No,No,No,No,20.5,No,
38.85,26,No,,0,,Month-to-month,9754-CLVZW,Yes,No,Female,1,1025.15,25-36,26,Yes,No,No,0,No,Credit card (automatic),Yes,No,Yes,Yes,No phone service,38.85,DSL,
65.6,5,No,,0,,Month-to-month,9761-XUJWD,No,No,Male,1,339.9,0-12,5,Yes,No,Yes,0,Yes,Bank transfer (automatic),No,Yes,No,Yes,No,65.6,DSL,
49.95,13,No,,0,,Month-to-month,9763-GRSKD,Yes,No,Male,1,587.45,13-24,13,No,No,No,0,Yes,Mailed check,Yes,Yes,Yes,No,No,49.95,DSL,
69.5,38,No,,0,,Month-to-month,9767-FFLEM,No,No,Male,1,2625.25,37-48,38,No,No,No,0,Yes,Credit card (automatic),No,Yes,No,No,No,69.5,Fiber optic,
20.4,3,No,,0,,Month-to-month,9770-LXDBK,No,No,Female,1,63.15,0-12,3,No,No,No,0,Yes,Mailed check,No,No,No,No,No,20.4,No,
79.85,10,No,,0,,Month-to-month,9773-PEQBZ,No,No,Male,1,797.25,0-12,10,No,No,No,0,Yes,Electronic check,No,No,No,Yes,Yes,79.85,Fiber optic,
84.8,27,No,,0,,Month-to-month,9774-NRNAU,No,Yes,Male,1,2309.55,25-36,27,Yes,Yes,Yes,1,Yes,Bank transfer (automatic),Yes,Yes,No,Yes,Yes,84.8,DSL,
95.45,65,No,,0,,Month-to-month,9776-OJUZI,No,Yes,Female,1,6223.3,61+,65,No,Yes,No,1,Yes,Bank transfer (automatic),No,Yes,No,Yes,Yes,95.45,Fiber optic,
88.65,31,No,,0,,Month-to-month,9777-WJJPR,No,Yes,Male,1,2683.2,25-36,31,No,Yes,No,0,Yes,Credit card (automatic),Yes,No,No,No,Yes,88.65,Fiber optic,
80.15,22,No,,0,,Month-to-month,9779-DPNEJ,Yes,No,Female,1,1790.65,13-24,22,No,No,Yes,0,Yes,Electronic check,Yes,Yes,No,No,No,80.15,Fiber optic,
59.15,6,No,,0,,Month-to-month,9780-FKVVF,No,No,Male,1,336.7,0-12,6,No,No,Yes,0,Yes,Bank transfer (automatic),No,Yes,Yes,No,No,59.15,DSL,
61.75,49,No,,0,,Month-to-month,9782-LGXMC,Yes,Yes,Female,1,3024.15,49-60,49,Yes,No,No,0,Yes,Bank transfer (automatic),Yes,No,Yes,No,No,61.75,DSL,
19.95,7,No,,0,,Month-to-month,9788-YTFGE,No,No,Male,1,147.5,0-12,7,No,No,No,0,Yes,Mailed check,No,Yes,No,No,No,19.95,No,
95.3,23,No,,0,,Month-to-month,9793-WECQC,No,No,Male,1,2192.9,13-24,23,No,Yes,Yes,0,Yes,Mailed check,No,No,No,Yes,No,95.3,Fiber optic,
69.95,8,No,,0,,Month-to-month,9796-BPKIW,No,No,Male,1,562.7,0-12,8,No,No,No,1,Yes,Credit card (automatic),No,Yes,No,No,No,69.95,Fiber optic,
69.3,2,No,,0,,Month-to-month,9799-CAYJJ,No,No,Female,1,153.8,0-12,2,No,No,No,1,Yes,Electronic check,Yes,Yes,No,No,No,69.3,Fiber optic,
75.8,22,No,,0,,Month-to-month,9800-ONTFE,Yes,No,Female,1,1615.1,13-24,22,No,No,No,0,Yes,Bank transfer (automatic),Yes,Yes,No,No,Yes,75.8,Fiber optic,
83.85,40,No,,0,,Month-to-month,9812-GHVRI,No,No,Female,1,3532.25,37-48,40,No,No,Yes,0,Yes,Bank transfer (automatic),No,No,No,No,Yes,83.85,Fiber optic,
25,12,No,,0,,Month-to-month,9817-APLHW,No,No,Male,1,316.2,0-12,12,No,No,No,0,Yes,Electronic check,No,No,No,No,Yes,25,No,
20.35,2,No,,0,,Month-to-month,9818-XQCUV,No,No,Female,1,45.3,0-12,2,No,No,No,0,Yes,Mailed check,No,No,No,No,No,20.35,No,
72.25,37,No,,0,,Month-to-month,9819-FBNSV,No,No,Male,1,2575.45,37-48,37,No,No,No,1,Yes,Bank transfer (automatic),Yes,Yes,No,No,No,72.25,Fiber optic,
71.85,53,No,,0,,Month-to-month,9822-BIIGN,Yes,No,Male,1,3827.9,49-60,53,Yes,No,Yes,0,Yes,Electronic check,Yes,No,Yes,No,Yes,71.85,DSL,
55.45,1,No,,0,,Month-to-month,9822-OAOVB,No,No,Female,1,55.45,0-12,1,No,No,Yes,0,Yes,Electronic check,No,Yes,No,No,No,55.45,DSL,
106.5,41,No,,0,,Month-to-month,9822-WMWVG,No,Yes,Female,1,4282.4,37-48,41,Yes,Yes,No,0,Yes,Electronic check,No,Yes,Yes,Yes,Yes,106.5,Fiber optic,
51.15,24,No,,0,,Month-to-month,9828-QHFBK,No,No,Male,1,1275.7,13-24,24,No,No,No,0,Yes,Electronic check,No,Yes,Yes,No,No,51.15,DSL,
19.2,12,No,,0,,Month-to-month,9837-FWLCH,Yes,No,Male,1,239,0-12,12,No,No,No,0,Yes,Electronic check,Yes,Yes,No,No,No,19.2,No,
40.45,43,No,,0,,Month-to-month,9839-ETQOE,Yes,Yes,Male,1,1912.85,37-48,43,No,No,No,0,No,Electronic check,No,Yes,Yes,Yes,No phone service,40.45,DSL,
74.35,1,No,,0,,Month-to-month,9840-EFJQB,No,No,Female,1,74.35,0-12,1,No,No,No,0,Yes,Electronic check,No,No,No,Yes,No,74.35,Fiber optic,
57.2,4,No,,0,,Month-to-month,9842-EFSYY,Yes,Yes,Female,1,223.75,0-12,4,No,Yes,Yes,0,No,Mailed check,No,Yes,Yes,Yes,No phone service,57.2,DSL,
56.85,35,No,,0,,Month-to-month,9853-JFZDU,No,No,Female,1,1861.1,25-36,35,Yes,No,No,0,Yes,Electronic check,Yes,No,No,Yes,No,56.85,DSL,
20.35,34,No,,0,,Month-to-month,9860-LISIZ,No,No,Female,1,673.2,25-36,34,No,No,No,0,Yes,Mailed check,No,No,No,No,No,20.35,No,
25.35,19,No,,0,,Month-to-month,9862-KJTYK,Yes,No,Male,1,566.1,13-24,19,No,No,No,0,No,Credit card (automatic),No,Yes,No,No,No phone service,25.35,DSL,
20.05,22,No,,0,,Month-to-month,9867-NNXLC,No,No,Female,1,470.2,13-24,22,No,No,No,0,Yes,Mailed check,No,Yes,No,No,No,20.05,No,
44.65,11,No,,0,,Month-to-month,9873-MNDKV,No,No,Female,1,472.25,0-12,11,No,No,No,0,Yes,Mailed check,No,Yes,No,No,No,44.65,DSL,
54.1,25,No,,0,,Month-to-month,9881-VCZEP,No,No,Female,1,1373,25-36,25,No,No,No,0,Yes,Electronic check,Yes,No,No,Yes,Yes,54.1,DSL,
85.8,29,No,,0,,Month-to-month,9885-AIBVB,No,Yes,Male,1,2440.25,25-36,29,No,No,No,0,Yes,Electronic check,Yes,Yes,No,Yes,Yes,85.8,Fiber optic,
24.4,1,No,,0,,Month-to-month,9895-VFOXH,No,No,Female,1,24.4,0-12,1,No,No,No,0,No,Mailed check,No,No,No,No,No phone service,24.4,DSL,
73.15,18,No,,0,,Month-to-month,9903-LYSAB,No,No,Male,1,1305.95,13-24,18,No,No,No,0,Yes,Electronic check,Yes,Yes,No,No,Yes,73.15,Fiber optic,
91.35,32,No,,0,,Month-to-month,9904-EHEVJ,Yes,Yes,Female,1,2896.55,25-36,32,No,Yes,No,1,Yes,Mailed check,Yes,Yes,No,No,Yes,91.35,Fiber optic,
96.8,20,No,,0,,Month-to-month,9909-IDLEK,Yes,No,Male,1,1826.7,13-24,20,Yes,Yes,No,0,Yes,Mailed check,Yes,No,No,Yes,Yes,96.8,Fiber optic,
94.3,21,No,,0,,Month-to-month,9919-KNPOO,No,No,Female,1,1948.35,13-24,21,No,Yes,Yes,0,Yes,Electronic check,Yes,Yes,No,No,Yes,94.3,Fiber optic,
103.8,42,No,,0,,Month-to-month,9919-YLNNG,No,Yes,Female,1,4327.5,37-48,42,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),No,Yes,No,Yes,No,103.8,Fiber optic,
95.3,33,No,,0,,Month-to-month,9921-EZKBY,Yes,Yes,Male,1,3275.15,25-36,33,No,No,Yes,0,Yes,Bank transfer (automatic),No,Yes,Yes,No,Yes,95.3,Fiber optic,
90.15,23,No,,0,,Month-to-month,9921-QFQUL,No,Yes,Female,1,2044.95,13-24,23,No,No,Yes,0,Yes,Mailed check,Yes,No,No,No,Yes,90.15,Fiber optic,
104.6,22,No,,0,,Month-to-month,9927-DSWDF,No,No,Male,1,2180.55,13-24,22,Yes,Yes,Yes,0,Yes,Electronic check,Yes,Yes,Yes,Yes,No,104.6,Fiber optic,
20.4,4,No,,0,,Month-to-month,9929-PLVPA,Yes,No,Female,1,94.5,0-12,4,No,No,No,0,Yes,Credit card (automatic),No,No,No,No,No,20.4,No,
55,46,No,,0,,Month-to-month,9931-KGHOA,No,No,Female,1,2473.95,37-48,46,No,No,No,0,Yes,Bank transfer (automatic),Yes,No,Yes,No,Yes,55,DSL,
20.35,11,No,,0,,Month-to-month,9932-WBWIK,No,No,Male,1,215.25,0-12,11,No,No,No,0,Yes,Mailed check,No,No,No,No,No,20.35,No,
84.45,15,No,,0,,Month-to-month,9938-EKRGF,No,Yes,Female,1,1287.85,13-24,15,Yes,Yes,Yes,0,Yes,Mailed check,No,No,Yes,Yes,No,84.45,DSL,
75.7,67,No,,0,,Month-to-month,9943-VSZUV,No,No,Male,1,5060.85,61+,67,No,No,No,1,Yes,Mailed check,No,Yes,No,No,Yes,75.7,Fiber optic,
85.65,32,No,,0,,Month-to-month,9944-AEXBM,No,No,Male,1,2664.3,25-36,32,No,No,Yes,0,Yes,Bank transfer (automatic),No,Yes,No,No,Yes,85.65,Fiber optic,
80.8,6,No,,0,,Month-to-month,9957-YODKZ,No,Yes,Male,1,457.1,0-12,6,No,No,No,1,Yes,Electronic check,Yes,Yes,No,No,Yes,80.8,Fiber optic,
20.05,1,No,,0,,Month-to-month,9962-BFPDU,Yes,No,Female,1,20.05,0-12,1,No,No,No,0,Yes,Mailed check,Yes,No,No,No,No,20.05,No,
19.9,19,No,,0,,Month-to-month,9967-ATRFS,No,No,Female,1,367.55,13-24,19,No,No,No,0,Yes,Mailed check,No,No,No,No,No,19.9,No,
19.7,6,No,,0,,Month-to-month,9970-QBCDA,No,No,Female,1,129.55,0-12,6,No,No,No,0,Yes,Credit card (automatic),No,No,No,No,No,19.7,No,
108.9,34,No,,0,,Month-to-month,9971-ZWPBF,Yes,Yes,Male,1,3625.2,25-36,34,Yes,Yes,Yes,1,Yes,Electronic check,Yes,Yes,No,Yes,Yes,108.9,Fiber optic,
54.65,28,No,,0,,Month-to-month,9972-NKTFD,No,No,Female,1,1517.5,25-36,28,Yes,No,No,0,Yes,Bank transfer (automatic),No,No,No,Yes,No,54.65,DSL,
99.15,64,No,,0,,Month-to-month,9974-JFBHQ,Yes,No,Male,1,6171.2,61+,64,Yes,Yes,Yes,0,Yes,Credit card (automatic),No,Yes,No,Yes,No,99.15,Fiber optic,
18.9,1,No,,0,,Month-to-month,9975-SKRNR,No,No,Male,1,18.9,0-12,1,No,No,No,0,Yes,Mailed check,No,No,No,No,No,18.9,No,
50.3,2,No,,0,,Month-to-month,9992-UJOEL,No,No,Male,1,92.75,0-12,2,No,No,No,0,Yes,Mailed check,No,Yes,No,Yes,No,50.3,DSL,
65.6,9,No,,0,,One year,0002-ORFBO,Yes,No,Female,1,593.3,0-12,9,Yes,Yes,No,0,Yes,Mailed check,Yes,Yes,No,Yes,No,65.6,DSL,
61.25,34,No,,0,,One year,0020-JDNXP,Yes,Yes,Female,1,1993.2,25-36,34,Yes,Yes,Yes,0,No,Mailed check,Yes,No,Yes,No,No phone service,61.25,DSL,
25.2,50,No,,0,,One year,0023-UYUPN,No,No,Female,1,1306.3,49-60,50,No,No,No,1,Yes,Electronic check,Yes,No,No,No,Yes,25.2,No,
103.7,55,No,,0,,One year,0036-IHMOT,Yes,Yes,Female,1,5656.75,49-60,55,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),Yes,Yes,No,Yes,No,103.7,Fiber optic,
19.6,26,No,,0,,One year,0042-JVWOJ,No,No,Male,1,471.85,25-36,26,No,No,No,0,Yes,Bank transfer (automatic),No,Yes,No,No,No,19.6,No,
91.2,37,No,,0,,One year,0048-LUMLS,Yes,No,Male,1,3247.55,37-48,37,No,Yes,Yes,0,Yes,Credit card (automatic),Yes,No,No,No,No,91.2,Fiber optic,
20.45,49,No,,0,,One year,0048-PIHNL,No,No,Female,1,900.9,49-60,49,No,No,No,0,Yes,Bank transfer (automatic),Yes,No,No,No,No,20.45,No,
115.8,66,No,,0,,One year,0052-DCKON,No,Yes,Male,1,7942.15,61+,66,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,115.8,Fiber optic,
20.55,67,No,,0,,One year,0052-YNYOT,No,No,Female,1,1343.4,61+,67,No,No,No,0,Yes,Electronic check,No,No,No,No,No,20.55,No,
78.2,27,No,,0,,One year,0068-FIGTF,No,Yes,Female,1,2078.95,25-36,27,Yes,Yes,Yes,0,Yes,Mailed check,No,No,No,Yes,No,78.2,DSL,
61.6,25,No,,0,,One year,0074-HDKDG,Yes,Yes,Male,1,1611,25-36,25,No,No,No,0,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes,No,61.6,DSL,
51.45,14,No,,0,,One year,0080-EMYVY,No,No,Female,1,727.85,13-24,14,No,No,No,0,Yes,Credit card (automatic),No,No,No,Yes,No,51.45,DSL,
99.25,35,No,,0,,One year,0080-OROZO,No,Yes,Female,1,3532,25-36,35,Yes,Yes,Yes,0,Yes,Electronic check,No,Yes,No,No,No,99.25,Fiber optic,
81.25,64,No,,0,,One year,0083-PIVIK,No,Yes,Male,1,5567.55,61+,64,Yes,Yes,No,0,Yes,Electronic check,No,No,Yes,Yes,Yes,81.25,DSL,
104.8,70,No,,0,,One year,0100-DUVFC,No,Yes,Male,1,7308.95,61+,70,No,Yes,Yes,1,Yes,Electronic check,Yes,Yes,No,Yes,Yes,104.8,Fiber optic,
109.4,57,No,,0,,One year,0103-CSITQ,No,Yes,Female,1,6252.7,49-60,57,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),Yes,Yes,No,Yes,Yes,109.4,Fiber optic,
50.3,58,No,,0,,One year,0104-PPXDV,No,Yes,Male,1,2878.55,49-60,58,No,No,No,0,Yes,Credit card (automatic),Yes,No,No,No,No,50.3,DSL,
35.4,50,No,,0,,One year,0121-SNYRK,No,No,Male,1,1748.9,49-60,50,Yes,No,No,0,No,Mailed check,No,Yes,Yes,No,No phone service,35.4,DSL,
20.5,44,No,,0,,One year,0129-QMPDR,Yes,No,Male,1,865.05,37-48,44,No,No,No,0,Yes,Bank transfer (automatic),Yes,Yes,No,No,No,20.5,No,
74.85,44,No,,0,,One year,0134-XWXCE,No,Yes,Female,1,3268.05,37-48,44,Yes,Yes,Yes,1,Yes,Bank transfer (automatic),No,No,No,No,No,74.85,DSL,
116.3,71,No,,0,,One year,0186-CAERR,No,Yes,Male,1,8309.55,61+,71,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),No,Yes,Yes,Yes,Yes,116.3,Fiber optic,
84.45,69,No,,0,,One year,0197-PNKNK,Yes,Yes,Female,1,5848.6,61+,69,No,No,No,0,Yes,Bank transfer (automatic),Yes,No,Yes,No,Yes,84.45,Fiber optic,
114.65,54,No,,0,,One year,0206-TBWLC,No,Yes,Female,1,6049.5,49-60,54,Yes,Yes,Yes,0,Yes,Mailed check,Yes,Yes,Yes,Yes,Yes,114.65,Fiber optic,
100.55,71,No,,0,,One year,0218-QNVAS,Yes,No,Male,1,7113.75,61+,71,No,Yes,Yes,0,Yes,Bank transfer (automatic),Yes,No,No,Yes,Yes,100.55,Fiber optic,
19.8,30,No,,0,,One year,0219-QAERP,No,No,Male,1,576.65,25-36,30,No,No,No,0,Yes,Credit card (automatic),Yes,No,No,No,No,19.8,No,
19.95,10,No,,0,,One year,0221-NAUXK,Yes,No,Male,1,219.5,0-12,10,No,No,No,0,Yes,Bank transfer (automatic),No,Yes,No,No,No,19.95,No,
36.1,63,No,,0,,One year,0230-UBYPQ,No,No,Male,1,2298.9,61+,63,Yes,No,No,1,No,Bank transfer (automatic),Yes,No,Yes,No,No phone service,36.1,DSL,
79.2,60,No,,0,,One year,0233-FTHAV,No,Yes,Female,1,4765,49-60,60,No,No,No,0,Yes,Bank transfer (automatic),No,Yes,No,No,Yes,79.2,Fiber optic,
45,48,No,,0,,One year,0234-TEVTT,Yes,Yes,Female,1,2196.3,37-48,48,No,No,Yes,0,No,Credit card (automatic),Yes,No,Yes,No,No phone service,45,DSL,
81.4,52,No,,0,,One year,0254-KCJGT,No,Yes,Male,1,4354.45,49-60,52,Yes,No,Yes,0,Yes,Credit card (automatic),Yes,Yes,Yes,Yes,Yes,81.4,DSL,
50.55,67,No,,0,,One year,0254-WWRKD,Yes,No,Female,1,3431.75,61+,67,No,No,No,0,Yes,Credit card (automatic),Yes,No,No,Yes,No,50.55,DSL,
